Title,Year,DOI
Metabolic flux regulates growth transitions and antibiotic tolerance in uropathogenic Escherichia coli,2024,10.1128/jb.00162-24
A Chemical Counterpunch: Chromobacterium violaceum ATCC 31532 Produces Violacein in Response to Translation-Inhibiting Antibiotics,2020,10.1128/mBio.00948-20
Drug-dependent growth curve reshaping reveals mechanisms of antifungal resistance in Saccharomyces cerevisiae,2022,10.1038/s42003-022-03228-9
Studying the surfaces of bacteria using neutron scattering: finding new openings for antibiotics,2020,10.1042/BST20200320
"Population structure and antimicrobial resistance patterns of Salmonella Typhi and Paratyphi A amid a phased municipal vaccination campaign in Navi Mumbai, India",2023,10.1128/mbio.01179-23
"Drug Combinations to Prevent Antimicrobial Resistance: Various Correlations and Laws, and Their Verifications, Thus Proposing Some Principles and a Preliminary Scheme",2022,10.3390/antibiotics11101279
Cross-feeding modulates the rate and mechanism of antibiotic resistance evolution in a model microbial community ofEscherichia coliandSalmonella enterica,2020,10.1371/journal.ppat.1008700
Reconciling the Potentially Irreconcilable? Genotypic and Phenotypic Amoxicillin-Clavulanate Resistance in Escherichia coli,2020,10.1128/AAC.02026-19
Dual Predation by Bacteriophage and Bdellovibrio bacteriovorus Can Eradicate Escherichia coli Prey in Situations where Single Predation Cannot,2020,10.1128/JB.00629-19
An Update on the Therapeutic Potential of Antimicrobial Peptides against Acinetobacter baumannii Infections,2023,10.3390/ph16091281
Whole-cell modeling of E. coli colonies enables quantification of single-cell heterogeneity in antibiotic responses,2023,10.1371/journal.pcbi.1011232
Synergistic interactions of ionic liquids and antimicrobials improve drug efficacy,2021,10.1016/j.isci.2020.101853
Spatial segregation and cooperation in radially expanding microbial colonies under antibiotic stress,2021,10.1038/s41396-021-00982-2
Indigenous Oral and Gut Phages Defeat the Deadly NDM-1 Superbug,2023,10.1177/11779322231182767
Stochastic Modeling of Biofilm Formation with Bacterial Quorum Sensing,2023,10.1109/ICC45041.2023.10278566
Antibiotic-Resistant Genes and Bacteria as Evolving Contaminants of Emerging Concerns (e-CEC): Is It Time to Include Evolution in Risk Assessment?,2021,10.3390/antibiotics10091066
Pf bacteriophages hinder sputum antibiotic diffusion via electrostatic binding,2024,10.1126/sciadv.adl5576
Screening Privileged Alkyl Guanidinium Motifs under Host-Mimicking Conditions Reveals a Novel Antibiotic with an Unconventional Mode of Action,2024,10.1021/jacsau.4c00449
Modeling the effect of vaccination on selection for antibiotic resistance in Streptococcus pneumoniae,2021,10.1126/scitranslmed.aaz8690
Colonization of White-Tailed Deer (Odocoileus virginianus) from Urban and Suburban Environments with Cephalosporinase- and Carbapenemase-Producing Enterobacterales,2022,10.1128/aem.00465-22
Antimicrobial Peptide Mechanism Studied by Scattering-Guided Molecular Dynamics Simulation,2022,10.1021/acs.jpcb.2c03193
Clonal and plasmid-mediated flow of ESBL/AmpC genes in Escherichia coli in a commercial laying hen farm,2022,10.1016/j.vetmic.2022.109453
Combination of a pH-responsive peptide amphiphile and a conventional antibiotic in treating Gram-negative bacteria,2024,10.1016/j.jcis.2023.12.146
Investigating the use of bacteriophages as a new decolonization strategy for intestinal carriage of CTX-M-15-producing ST131 Escherichia coli: An in vitro continuous culture system model,2020,10.1016/j.jgar.2020.05.018
"New understanding of multidrug efflux and permeation in antibiotic resistance, persistence, and heteroresistance",2023,10.1111/nyas.14921
Antimicrobial Activity of Dihydroisocoumarin Isolated from Wadi Lajab Sediment-Derived Fungus Penicillium chrysogenum: In Vitro and In Silico Study,2022,10.3390/molecules27113630
Multifunctional Acidocin 4356 Combats Pseudomonas aeruginosa through Membrane Perturbation and Virulence Attenuation: Experimental Results Confirm Molecular Dynamics Simulation,2020,10.1128/AEM.00367-20
A Multifunctional Scaffold for Bone Infection Treatment by Delivery of microRNA Therapeutics Combined With Antimicrobial Nanoparticles,2024,10.1002/adma.202307639
Variability in cell division among anatomical sites shapes Escherichia coli antibiotic survival in a urinary tract infection mouse model,2024,10.1016/j.chom.2024.04.015
"Efficient Delivery of Antimicrobial Peptides in an Innovative, Slow-Release Pharmacological Formulation",2023,10.3390/pharmaceutics15112632
Adaptive Resistance Mutations at Suprainhibitory Concentrations Independent of SOS Mutagenesis,2021,10.1093/molbev/msab196
Amplify antimicrobial photo dynamic therapy efficacy with poly-beta-amino esters (PBAEs),2021,10.1038/s41598-021-86773-3
"MEndoB, a chimeric lysin featuring a novel domain architecture and superior activity for the treatment of staphylococcal infections",2024,10.1128/mbio.02540-23
Histone-like nucleoid-structuring protein (H-NS) regulatory role in antibiotic resistance in Acinetobacter baumannii,2021,10.1038/s41598-021-98101-w
Biochemical and in silico study of leaf and bark extracts from Aphanamixis polystachya against common pathogenic bacteria,2021,10.1016/j.sjbs.2021.07.032
"Anisaxins, helical antimicrobial peptides from marine parasites, kill resistant bacteria by lipid extraction and membrane disruption",2022,10.1016/j.actbio.2022.04.025
"Pharmacodynamic Evaluation of Dosing, Bacterial Kill, and Resistance Suppression for Zoliflodacin Against Neisseria gonorrhoeae in a Dynamic Hollow Fiber Infection Model",2021,10.3389/fphar.2021.682135
Pervasive and diverse collateral sensitivity profiles inform optimal strategies to limit antibiotic resistance,2019,10.1371/journal.pbio.3000515
From Modules to Networks: a Systems-Level Analysis of the Bacitracin Stress Response in Bacillus subtilis,2020,10.1128/mSystems.00687-19
The Mechanism of Action of SAAP-148 Antimicrobial Peptide as Studied with NMR and Molecular Dynamics Simulations,2023,10.3390/pharmaceutics15030761
Escherichia coli resistance mechanism AcrAB-TolC efflux pump interactions with commonly used antibiotics: a molecular dynamics study,2024,10.1038/s41598-024-52536-z
Environmental stress increases the invasion success of antimicrobial resistant bacteria in river microbial communities,2023,10.1016/j.scitotenv.2023.166661
Molecular Mechanism of Staphylococcus xylosus Resistance Against Tylosin and Florfenicol,2022,10.2147/IDR.S379264
Mathematical Modelling of Pseudomonas aeruginosa L-forms Reveals Complex Interplay Between Host Defence Mechanisms and Putative Treatments,2022,10.3389/fsysb.2022.899990
Population structure across scales facilitates coexistence and spatial heterogeneity of antibiotic-resistant infections,2020,10.1371/journal.pcbi.1008010
Amyloidogenic Peptides: New Class of Antimicrobial Peptides with the Novel Mechanism of Activity,2022,10.3390/ijms23105463
Strategies to Control Human Health Risks Arising from Antibiotics in the Environment: Molecular Modification of QNs for Enhanced Plant-Microbial Synergistic Degradation,2021,10.3390/ijerph182010610
Clustering minimal inhibitory concentration data through Bayesian mixture models: An application to detect Mycobacterium tuberculosis resistance mutations,2023,10.1177/09622802231211010
Phenotypic delay in the evolution of bacterial antibiotic resistance: Mechanistic models and their implications,2020,10.1371/journal.pcbi.1007930
Dysbiosis individualizes the fitness effect of antibiotic resistance in the mammalian gut,2020,10.1038/s41559-020-1235-1
Learning from the Montreal Protocol to improve the global governance of antimicrobial resistance,2024,10.1136/bmjgh-2024-015690
Wet-dry cycles protect surface-colonizing bacteria from major antibiotic classes,2022,10.1038/s41396-021-01051-4
Bacteria primed by antimicrobial peptides develop tolerance and persist,2021,10.1371/journal.ppat.1009443
Fighting Antimicrobial Resistance: Insights on How the Staphylococcus aureus NorA Efflux Pump Recognizes 2-Phenylquinoline Inhibitors by Supervised Molecular Dynamics (SuMD) and Molecular Docking Simulations,2023,10.1021/acs.jcim.3c00516
Accelerated antimicrobial discovery via deep generative models and molecular dynamics simulations,2021,10.1038/s41551-021-00689-x
Increases in Hydrophilicity and Charge on the Polar Face of Alyteserin 1c Helix Change its Selectivity towards Gram-Positive Bacteria,2019,10.3390/antibiotics8040238
"Theaflavin-3,3′-digallate increases the antibacterial activity of β-lactam antibiotics by inhibiting metallo-β-lactamase activity",2019,10.1111/jcmm.14580
Comprehensive screening of genomic and metagenomic data reveals a large diversity of tetracycline resistance genes,2020,10.1099/mgen.0.000455
"Human antimicrobial peptide, LL-37, induces non-inheritable reduced susceptibility to vancomycin in Staphylococcus aureus",2020,10.1038/s41598-020-69962-4
Using rapid point-of-care tests to inform antibiotic choice to mitigate drug resistance in gonorrhoea,2020,10.2807/1560-7917.ES.2020.25.43.1900210
Understanding the spread of de novo and transmitted macrolide-resistance in Mycoplasma genitalium,2020,10.7717/peerj.8913
Evaluation of Tobramycin and Ciprofloxacin as a Synergistic Combination Against Hypermutable Pseudomonas Aeruginosa Strains via Mechanism-Based Modelling,2019,10.3390/pharmaceutics11090470
Effect of an Antimicrobial Peptide on Lateral Segregation of Lipids: A Structure and Dynamics Study by Neutron Scattering,2019,10.1021/acs.langmuir.8b04158
The many dimensions of combination therapy: How to combine antibiotics to limit resistance evolution,2024,10.1111/eva.13764
"Design, antimicrobial activity and mechanism of action of Arg-rich ultra-short cationic lipopeptides",2019,10.1371/journal.pone.0212447
Natural antibacterial agent-based nanoparticles for effective treatment of intracellular MRSA infection,2023,10.1016/j.actbio.2023.08.004
Susceptible bacteria can survive antibiotic treatment in the mammalian gastrointestinal tract without evolving resistance,2024,10.1016/j.chom.2024.01.012
Pharmacodynamics of ceftazidime plus tobramycin combination dosage regimens against hypermutable Pseudomonas aeruginosa isolates at simulated epithelial lining fluid concentrations in a dynamic in vitro infection model,2021,10.1016/j.jgar.2021.04.021
Virus-inspired designs of antimicrobial nanocapsules,2021,10.1039/d1fd00041a
Systemic application of bone-targeting peptidoglycan hydrolases as a novel treatment approach for staphylococcal bone infection,2023,10.1128/mbio.01830-23
Quantitative systems-based prediction of antimicrobial resistance evolution,2023,10.1038/s41540-023-00304-6
Rates of fluoroquinolone resistance in domestically acquired Campylobacter jejuni are increasing in people living within a model study location in Canada,2021,10.1139/cjm-2020-0146
Large-scale ratcheting in a bacterial DEAH/RHA-type RNA helicase that modulates antibiotics susceptibility,2021,10.1073/pnas.2100370118
Ten simple rules for the sharing of bacterial genotype-Phenotype data on antimicrobial resistance,2023,10.1371/journal.pcbi.1011129
Predicting Pseudomonas aeruginosa drug resistance using artificial intelligence and clinical MALDI-TOF mass spectra,2024,10.1128/msystems.00789-24
Bacterial 2′-Deoxyguanosine Riboswitch Classes as Potential Targets for Antibiotics: A Structure and Dynamics Study,2022,10.3390/ijms23041925
Multiplex antimicrobial activities of the self-assembled amphiphilic polypeptide β nanofiber KF-5 against vaginal pathogens,2024,10.1186/s13062-024-00546-2
CROSSING A FITNESS VALLEY AS A METASTABLE TRANSITION IN A STOCHASTIC POPULATION MODEL,2019,10.1214/19-AAP1487
Mutations in passive residues modulate 3D-structure of NDM (New Delhi metallo-β-lactamase) protein that endue in drug resistance: a MD simulation approach,2022,10.1080/07391102.2021.1930165
Unlocking the specificity of antimicrobial peptide interactions for membrane-targeted therapies,2024,10.1016/j.csbj.2024.04.022
19F solid-state NMR approaches to probe antimicrobial peptide interactions with membranes in whole cells,2024,10.1016/j.bbamem.2023.184269
Revealing the Mechanisms of Synergistic Action of Two Magainin Antimicrobial Peptides,2020,10.3389/fmedt.2020.615494
"Anatomy of an extensively drug-resistant Klebsiella pneumoniae outbreak in Tuscany, Italy",2021,10.1073/pnas.2110227118
Identifying and mathematically modeling the time-course of extracellular metabolic markers associated with resistance to ceftolozane/tazobactam in Pseudomonas aeruginosa,2024,10.1128/aac.01081-23
Unveiling intraspecific diversity and evolutionary dynamics of the foodborne pathogen Bacillus paranthracis s through high-quality pan-genome analysis,2024,10.1016/j.crfs.2024.100867
In situ solid-state NMR study of antimicrobial peptide interactions with erythrocyte membranes,2022,10.1016/j.bpj.2022.03.009
The interaction of plant flavones with amphotericin B: Consequences for its pore-forming ability,2024,10.1016/j.biopha.2024.116723
Investigating group A Streptococcus antibiotic tolerance in necrotizing fasciitis,2024,10.1128/msphere.00634-24
Determinants ofworldwide antibiotic resistance dynamics across drug-bacterium pairs: a multivariable spatial- temporal analysis using ATLAS,2023,10.1016/S2542-5196(23)00127-4
Physiological cost of antibiotic resistance: Insights from a ribosome variant in bacteria,2024,10.1126/sciadv.adq5249
Survival strategies of Eisenia fetida in antibiotic-contaminated soil based on screening canonical correlation analysis model,2024,10.1016/j.ecoenv.2024.117367
"Pyridine Derivatives-A New Class of Compounds That Are Toxic to E. coli K12, R2-R4 Strains",2021,10.3390/ma14185401
In Situ Visualization of the pKM101-Encoded Type IV Secretion System Reveals a Highly Symmetric ATPase Energy Center,2021,10.1128/mBio.02465-21
Antithetic population response to antibiotics in a polybacterial community,2020,10.1126/sciadv.aaz5108
PanKA: Leveraging population pangenome to predict antibiotic resistance,2024,10.1016/j.isci.2024.110623
Integrated Experimental and Computational Analyses Reveal Differential Metabolic Functionality in Antibiotic-Resistant Pseudomonas aeruginosa,2019,10.1016/j.cels.2018.12.002
Impact of Frequent Administration of Bacteriophage on Therapeutic Efficacy in an A. baumannii Mouse Wound Infection Model,2020,10.3389/fmicb.2020.00414
"The Synthetic Peptide LyeTx I mn△K, Derived from Lycosa erythrognatha Spider Toxin, Is Active against Methicillin-Resistant Staphylococcus aureus (MRSA) In Vitro and In Vivo",2024,10.3390/antibiotics13030248
Bacteriophages Isolated From Turkeys Infecting Diverse Salmonella Serovars,2022,10.3389/fmicb.2022.933751
Tissue compartmentalization enables Salmonella persistence during chemotherapy,2021,10.1073/pnas.2113951118
Estimating tuberculosis drug resistance amplification rates in high-burden settings,2022,10.1186/s12879-022-07067-1
Effect of challenge dose of plasmid-mediated extended-spectrum β-lactamase and AmpC β-lactamase producing Escherichia coli on time-until-colonization and level of excretion in young broilers,2019,10.1016/j.vetmic.2019.108446
A model of hepatitis B virus with random interference infection rate,2021,10.3934/mbe.2021410
Neuroprotective Drug Discovery From Phytochemicals and Metabolites for CNS Viral Infection: A Systems Biology Approach With Clinical and Imaging Validation,2022,10.3389/fnins.2022.917867
Rationally Designed Novel Antimicrobial Peptides Targeting Chitin Synthase for Combating Soybean Phytophthora Blight,2024,10.3390/ijms25063512
Modelling experimentally measured of ciprofloxacin antibiotic diffusion in Pseudomonas aeruginosa biofilm formed in artificial sputum medium,2020,10.1371/journal.pone.0243003
Clinical relevance and plasmid dynamics of mcr-1-positive Escherichia coli in China: a multicentre case-control and molecular epidemiological study,2020,
Conformational Dynamics of AcrA Govern Multidrug Efflux Pump Assembly,2019,10.1021/acsinfecdis.9b00273
Meropenem-Tobramycin Combination Regimens Combat Carbapenem-Resistant Pseudomonas aeruginosa in the Hollow-Fiber Infection Model Simulating Augmented Renal Clearance in Critically III Patients,2020,10.1128/AAC.01679-19
Mucin O-glycans suppress quorum-sensing pathways and genetic transformation in Streptococcus mutans,2021,10.1038/s41564-021-00876-1
"The interplay of Pseudomonas aeruginosa and Staphylococcus aureus in dual-species biofilms impacts development, antibiotic resistance and virulence of biofilms in in vitro wound infection models",2024,10.1371/journal.pone.0304491
4-4-(Anilinomethyl)-3-[4-(trifluoromethyl)phenyl]-1H-pyrazol-1-ylbenzoic acid derivatives as potent anti-gram-positive bacterial agents,2021,10.1016/j.ejmech.2021.113402
Institutional governance and responsiveness to antimicrobial resistance: a qualitative study of Australian hospital executives,2021,10.1136/bmjopen-2021-055215
Repeated Exposure of Aspergillus niger Spores to the Antifungal Bacterium Collimonas fungivorans Ter331 Selects for Delayed Spore Germination,2021,10.1128/AEM.00233-21
Switching Logistic Maps to Design Cycling Approaches Against Antimicrobial Resistance,2021,10.1109/CDC45484.2021.9683702
In-host evolution of Staphylococcus epidermidis in a pacemaker-associated endocarditis resulting in increased antibiotic tolerance,2019,10.1038/s41467-019-09053-9
Inhibition of exchange proteins directly activated by cAMP as a strategy for broad-spectrum antiviral development,2023,10.1016/j.jbc.2023.104749
Persistence of plasmids targeted by CRISPR interference in bacterial populations,2022,10.1073/pnas.2114905119
Modulation of Multidrug Resistance Protein 1-mediated Transport Processes by the Antiviral Drug Ritonavir in Cultured Primary Astrocytes,2024,10.1007/s11064-023-04008-5
Genome evolution and the emergence of pathogenicity in avian Escherichia coli,2021,10.1038/s41467-021-20988-w
Quantifying the effect of in-hospital antimicrobial use on the development of colistin-resistant Acinetobacter baumannii strains: a time series analysis,2022,10.1136/ejhpharm-2020-002606
Genomics and Genetics of Streptococcus Pneumoniae,2019,10.1128/microbiolspec.GPP3-0025-2018
Identification of the elements of models of antimicrobial resistance of bacteria for assessing their usefulness and usability in One Health decision making: a protocol for scoping review,2023,10.1136/bmjopen-2022-069022
Contribution of the SOS response and the DNA repair systems to norfloxacin induced mutations in E. coli,2023,10.1007/s42995-023-00185-y
Microbiome and Resistome Profiles along a Sewage-Effluent-Reservoir Trajectory Underline the Role of Natural Attenuation in Wastewater Stabilization Reservoirs,2023,10.1128/aem.00170-23
Predation Strategies of the Bacterium Bdellovibrio bacteriovorus Result in Overexploitation and Bottlenecks,2022,10.1128/AEM.01082-21
Physicochemical Features and Peculiarities of Interaction of AMP with the Membrane,2021,10.3390/ph14050471
Silver Ions Inhibit Bacterial Movement and Stall Flagellar Motor,2023,10.3390/ijms241411704
Molecular Dynamics Simulations of Antibiotic Ceftaroline at the Allosteric Site of Penicillin-Binding Protein 2a (PBP2a),2020,10.1002/ijch.202000012
Semi-mechanistic modeling of resistance development to β-lactam and β-lactamase-inhibitor combinations,2024,10.1007/s10928-023-09895-3
Prediction of Salmonella serovars isolated from clinical and food matrices in Lebanon and genomic-based investigation focusing on Enteritidis serovar,2020,10.1016/j.ijfoodmicro.2020.108831
Multiple Stochastic Parameters Influence Genome Dynamics in a Heterozygous Diploid Eukaryotic Model,2022,10.3390/jof8070650
Dimensionless parameter predicts bacterial prodrug success,2022,10.15252/msb.202110495
AMP-EF: An Ensemble Framework of Extreme Gradient Boosting and Bidirectional Long Short-Term Memory Network for Identifying Antimicrobial Peptides,2024,10.46793/match.91-1.109Z
Virtual screening and molecular dynamics simulation for identification of natural antiviral agents targeting SARS-CoV-2 NSP10,2022,10.1016/j.bbrc.2022.08.029
Pharmacokinetic-pharmacodynamic integration and resistance of tiamulin against Mycoplasma hyopneumoniae in an in vitro dynamic model,2020,10.1016/j.micpath.2020.104255
"Genetic, Biochemical, and Structural Characterization of CMY-136 β-Lactamase, a Peculiar CMY-2 Variant",2019,10.1021/acsinfecdis.8b00240
Characterization of Posttranslationally Modified Multidrug Efflux Pumps Reveals an Unexpected Link between Glycosylation and Antimicrobial Resistance,2020,10.1128/mBio.02604-20
Immunoinformatics and Biophysics Approaches to Design a Novel Multi-Epitopes Vaccine Design against Staphylococcus auricularis,2022,10.3390/vaccines10050637
Structure- and Ligand-Dynamics-Based Design of Novel Antibiotics Targeting Lipid A Enzymes LpxC and LpxH in Gram-Negative Bacteria,2021,10.1021/acs.accounts.0c00880
"Discovery of sulfone-resistant dihydropteroate synthase (DHPS) as a target enzyme for kaempferol, a natural flavanoid",2020,10.1016/j.heliyon.2020.e03378
Rationalizing the generation of broad spectrum antibiotics with the addition of a positive charge,2021,10.1039/d1sc04445a
Evolutionary trajectories of β-lactam resistance in Enterococcus faecalis strains,2024,10.1128/mbio.02897-24
Biofilms-What Should the Orthopedic Surgeon know?,2022,10.1007/s43465-022-00782-6
Experimental evolution in morbidostat reveals converging genomic trajectories on the path to triclosan resistance,2021,10.1099/mgen.0.000553
Amyloid transformations of phenol soluble modulin α1 in Staphylococcus aureus and their modulation deploying a prenylated chalcone,2024,10.1038/s41598-024-69344-0
Electrostatics-Based Computational Design and Experimental Analysis of Buforin II Antimicrobial Peptide Variants with Increased DNA Affinities,2023,10.1021/acsomega.3c04023
Interaction between Copper Oxide Nanoparticles and Amino Acids: Influence on the Antibacterial Activity,2019,10.3390/nano9050792
Targeting Hidden Pathogens: Cell-Penetrating Enzybiotics Eradicate Intracellular Drug-Resistant Staphylococcus aureus,2020,10.1128/mBio.00209-20
Chitosan nanoparticle encapsulation of celery seed essential oil: Antifungal activity and defense mechanisms against cucumber powdery mildew,2024,10.1016/j.carpta.2024.100531
Gulls in Porto Coastline as Reservoirs for Salmonella spp.: Findings from 2008 and 2023,2024,10.3390/microorganisms12010059
Cardiolipin prevents pore formation in phosphatidylglycerol bacterial membrane models,2021,10.1002/1873-3468.14206
Antibiotics can be used to contain drug-resistant bacteria by maintaining sufficiently large sensitive populations,2020,10.1371/journal.pbio.3000713
5-Arylideneimidazolones with Amine at Position 3 as Potential Antibiotic Adjuvants against Multidrug Resistant Bacteria,2019,10.3390/molecules24030438
The uncertain role of substandard and falsified medicines in the emergence and spread of antimicrobial resistance,2023,10.1038/s41467-023-41542-w
Evolution of Ceftriaxone Resistance of Penicillin-Binding Proteins 2 Revealed by Molecular Modeling,2023,10.3390/ijms24010176
Hemagglutinin Stability Determines Influenza A Virus Susceptibility to a Broad-Spectrum Fusion Inhibitor Arbidol,2022,10.1021/acsinfecdis.2c00178
Evolution of drug-resistant and virulent small colonies in phenotypically diverse populations of the human fungal pathogenCandida glabrata,2020,10.1098/rspb.2020.0761
The Open Challenge of in vitro Modeling Complex and Multi-Microbial Communities in Three-Dimensional Niches,2020,10.3389/fbioe.2020.539319
Microfluidic Giant Polymer Vesicles Equipped with Biopores for High-Throughput Screening of Bacteria,2024,10.1002/advs.202307103
Investigating the action of the microalgal pigment marennine on Vibrio splendidus by in vivo 2H and 31P solid-state NMR,2021,10.1016/j.bbamem.2021.183642
Uncovering the Dynamic Mechanisms of the Pseudomonas Aeruginosa Quorum Sensing and Virulence Networks Using Boolean Modelling,2020,10.1109/TNB.2020.2977820
Exploring the permeation of fluoroquinolone metalloantibiotics across outer membrane porins by combining molecular dynamics simulations and a porin-mimetic in vitro model,2022,10.1016/j.bbamem.2021.183838
Exploring the Sequence Space of Antimicrobial Peptide Dendrimers,2023,10.1002/ijch.202300096
Studying the Effect of Amino Acid Substitutions in the M2 Ion Channel of the Influenza Virus on the Antiviral Activity of the Aminoadamantane Derivative In Vitro and In Silico,2021,10.34172/apb.2021.079
Assessment of Phenotype Relevant Amino Acid Residues in TEM-β-Lactamases by Mathematical Modelling and Experimental Approval,2021,10.3390/microorganisms9081726
Mathematical Modeling of Fluconazole Resistance in the Ergosterol Pathway of Candida albicans,2022,10.1128/msystems.00691-22
Glacier-Fed Stream Biofilms Harbor Diverse Resistomes and Biosynthetic Gene Clusters,2023,10.1128/spectrum.04069-22
A Novel Cryptic Clostridial Peptide That Kills Bacteria by a Cell Membrane Permeabilization Mechanism,2022,10.1128/spectrum.01657-22
Impact Assessment of vB_KpnP_K1-ULIP33 Bacteriophage on the Human Gut Microbiota Using a Dynamic In Vitro Model,2023,10.3390/v15030719
Separation of Donor and Recipient Microbial Diversity Allows Determination of Taxonomic and Functional Features of Gut Microbiota Restructuring following Fecal Transplantation,2021,10.1128/mSystems.00811-21
Rapid evolution of colistin resistance in a bioreactor model of infection of Klebsiella pneumoniae,2024,10.1038/s42003-024-06378-0
Enhancing Flucytosine Anticandidal Activity Using PEGylated Squalene Nanocarrier,2025,10.1002/cmdc.202400432
Global spread characteristics of CTX-M-type extended-spectrum β-lactamases: A genomic epidemiology analysis,2024,10.1016/j.drup.2023.101036
Machine Learning Analyses on Data including Essential Oil Chemical Composition and In Vitro Experimental Antibiofilm Activities against Staphylococcus Species,2019,10.3390/molecules24050890
Macroenvironmental interactions as driving indicators for detecting tetracycline resistance spread among A. hydrophila exposure to environmentally relevant oxytetracycline levels,2023,10.1016/j.ecolind.2023.109873
Sustained activity of novel THIOMAB antibody-antibiotic conjugate against Staphylococcus aureus in a mouse model: Longitudinal pharmacodynamic assessment by bioluminescence imaging,2019,10.1371/journal.pone.0224096
Identification of allosteric hotspots regulating the ribosomal RNA binding by antibiotic resistance-conferring Erm methyltransferases,2022,10.1016/j.jbc.2022.102208
Systems biology predicts that fibrosis in tuberculous granulomas may arise through macrophage-to-myofibroblast transformation,2020,10.1371/journal.pcbi.1008520
Remarkable geographical variations between India and Europe in carriage of the staphylococcal surface protein-encoding sasX/sesI and in the population structure of methicillin-resistant Staphylococcus aureus belonging to clonal complex 8,2019,10.1016/j.cmi.2018.07.024
"Repurposing human kinase inhibitors to create an antibiotic active against drug-resistant Staphylococcus aureus, persisters and biofilms",2020,10.1038/s41557-019-0378-7
Converging PMF Calculations of Antibiotic Permeation across an Outer Membrane Porin with Subkilocalorie per Mole Accuracy,2023,10.1021/acs.jcim.3c00880
Review of Mathematical Modeling of the Inflammatory Response in Lung Infections and Injuries,2020,10.3389/fams.2020.00036
"Occurrence, toxicity and adsorptive removal of the chloramphenicol antibiotic in water: a review",2022,10.1007/s10311-022-01416-x
Is It Possible to Find an Antimicrobial Peptide That Passes the Membrane Bilayer with Minimal Force Resistance? An Attempt at a Predictive Approach by Molecular Dynamics Simulation,2022,10.3390/ijms23115997
An Adaptive Biosystems Engineering Approach towards Modeling the Soluble-to-Insoluble Phase Transition of Clofazimine,2022,10.3390/pharmaceutics14010017
Antibacterial Effect of Chitosan-Gold Nanoparticles and Computational Modeling of the Interaction between Chitosan and a Lipid Bilayer Model,2020,10.3390/nano10122340
Novel Pharmacokinetic/Pharmacodynamic Parameters Quantify the Exposure-Effect Relationship of Levofloxacin against Fluoroquinolone-Resistant Escherichia coli,2021,10.3390/antibiotics10060615
Near Future Perspective of ESBL-Producing Klebsiella pneumoniae Strains Using Mathematical Modeling,2022,10.32604/cmes.2022.016957
Bacteria can compensate the fitness costs of amplified resistance genes via a bypass mechanism,2024,10.1038/s41467-024-46571-7
Evolutionary rescue in a fluctuating environment: periodic versus quasi-periodic environmental changes,2023,10.1098/rspb.2023.0770
Deciphering Antifungal Drug Resistance in Pneumocystis jirovecii DHFR with Molecular Dynamics and Machine Learning,2021,10.1021/acs.jcim.1c00403
"Evaluating the role of Burkholderia pseudomallei K96243 toxins BPSS0390, BPSS0395, and BPSS1584 in persistent infection",2019,10.1111/cmi.13096
Tetraploidy accelerates adaptation under drug selection in a fungal pathogen,2022,10.3389/ffunb.2022.984377
Membrane Binding of Antimicrobial Peptides Is Modulated by Lipid Charge Modification,2021,10.1021/acs.jctc.0c01025
Structure-guided identification and characterization of potent inhibitors targeting PhoP and MtrA to combat mycobacteria,2024,10.1016/j.csbj.2024.04.005
Calcimycin Inhibits Cryptococcus neoformans In Vitro and In Vivo by Targeting the Prp8 Intein Splicing,2022,10.1021/acsinfecdis.2c00137
"The ClpX chaperone controls autolytic splitting of Staphylococcus aureus daughter cells, but is bypassed by β-lactam antibiotics or inhibitors of WTA biosynthesis",2019,10.1371/journal.ppat.1008044
Tanshinones: First-in-Class Inhibitors of the Biogenesis of the Type 3 Secretion System Needle of Pseudomonas aeruginosa for Antibiotic Therapy,2019,10.1021/acscentsci.9b00452
Vancomycin and nisin-modified magnetic Fe3O4@SiO2 nanostructures coated with chitosan to enhance antibacterial efficiency against methicillin resistant Staphylococcus aureus (MRSA) infection in a murine superficial wound model,2024,10.1186/s13065-024-01129-y
Agmatine accumulation by Pseudomonas aeruginosa clinical isolates confers antibiotic tolerance and dampens host inflammation,2019,10.1099/jmm.0.000928
New formula of the green synthesised Au@Ag core@shell nanoparticles using propolis extract presented high antibacterial and anticancer activity,2022,10.1186/s13568-022-01450-6
Aerobactin Seems To Be a Promising Marker Compared With Unstable RmpA2 for the Identification of Hypervirulent Carbapenem-Resistant Klebsiella pneumoniae: In Silico and In Vitro Evidence,2021,10.3389/fcimb.2021.709681
Molecular Basis of Influence of A501X Mutations in Penicillin-Binding Protein 2 of Neisseria gonorrhoeae Strain 35/02 on Ceftriaxone Resistance,2024,10.3390/ijms25158260
Integrating mathematical models with experimental data to investigate the within-host dynamics of bacterial infections,2019,10.1093/femspd/ftaa001
Transient drug-tolerance and permanent drug-resistance rely on the trehalose-catalytic shift in Mycobacterium tuberculosis,2019,10.1038/s41467-019-10975-7
Morphing of Amphipathic Helices to Explore the Activity and Selectivity of Membranolytic Antimicrobial Peptides,2020,10.1021/acs.biochem.0c00565
Dynamics of DNA nicking and unwinding by the RepC-PcrA complex,2020,10.1093/nar/gkz1200
Molecular Basis of Rhodomyrtone Resistance in Staphylococcus aureus,2022,10.1128/mbio.03833-21
