Title,Year,DOI
Pogostone Enhances the Antibacterial Activity of Colistin against MCR-1-Positive Bacteria by Inhibiting the Biological Function of MCR-1,2022,10.3390/molecules27092819
Primary and secondary clarithromycin resistance in Helicobacter pylori and mathematical modeling of the role of macrolides,2021,10.1038/s41467-021-22557-7
Ensemble Docking as a Tool for the Rational Design of Peptidomimetic Staphylococcus aureus Sortase A Inhibitors,2024,10.3390/ijms252011279
Power-law tail in lag time distribution underlies bacterial persistence,2019,10.1073/pnas.1903836116
The L46P mutant confers a novel allosteric mechanism of resistance toward the influenza A virus M2 S31N proton channel blockers,2019,10.1124/mol.119.116640
Competition between Escherichia coli Populations with and without Plasmids Carrying a Gene Encoding Extended-Spectrum Beta-Lactamase in the Broiler Chicken Gut,2019,10.1128/AEM.00892-19
Real-Time Monitoring of Bacteria Clearance From Blood in a Murine Model,2020,10.1002/cyto.a.23925
Targeting hemoglobin receptors IsdH and IsdB of Staphylococcus aureus with a single VHH antibody inhibits bacterial growth,2023,10.1016/j.jbc.2023.104927
Erg6 affects membrane composition and virulence of the human fungal pathogen Cryptococcus neoformans,2020,10.1016/j.fgb.2020.103368
Efficient assembly and long-term stability of defensive microbiomes via private resources and community bistability,2019,10.1371/journal.pcbi.1007109
"Temporin B Forms Hetero-Oligomers with Temporin L, Modifies Its Membrane Activity, and Increases the Cooperativity of Its Antibacterial Pharmacodynamic Profile",2022,10.1021/acs.biochem.1c00762
"Azalomycin F(5a), a polyhydroxy macrolide binding to the polar head of phospholipid and targeting to lipoteichoic acid to kill methicillin-resistant Staphylococcus aureus",2019,10.1016/j.biopha.2018.11.067
Non-Woven Infection Prevention Fabrics Coated with Biobased Cranberry Extracts Inactivate Enveloped Viruses Such as SARS-CoV-2 and Multidrug-Resistant Bacteria,2021,10.3390/ijms222312719
Identification of FDA-approved drugs with triple targeting mode of action for the treatment of monkeypox: a high throughput virtual screening study,2024,10.1007/s11030-023-10636-4
Deciphering the Molecular Recognition Mechanism of Multidrug Resistance Staphylococcus aureus NorA Efflux Pump Using a Supervised Molecular Dynamics Approach,2019,10.3390/ijms20164041
Modulation of Multidrug Resistance Protein 1-mediated Transport Processes by the Antiviral Drug Ritonavir in Cultured Primary Astrocytes,2024,10.1007/s11064-023-04008-5
Pharmacodynamic Evaluation of Plasma and Epithelial Lining Fluid Exposures of Amikacin against Pseudomonas aeruginosa in a Dynamic In Vitro Hollow-Fiber Infection Model,2020,10.1128/AAC.00879-20
Understanding the effects of sub-inhibitory antibiotic concentrations on the development of β-lactamase resistance based on quantile regression analysis,2024,10.1093/jambio/lxae084
Aggressive or moderate drug therapy for infectious diseases? Trade-offs between different treatment goals at the individual and population levels,2019,10.1371/journal.pcbi.1007223
Evolutionary druggability for low-dimensional fitness landscapes toward new metrics for antimicrobial applications,2024,10.7554/eLife.88480
Limited Short-Term Evolution of SARS-CoV-2 RNA-Dependent RNA Polymerase under Remdesivir Exposure in Upper Respiratory Compartments,2024,10.3390/v16101511
Membrane charge and lipid packing determine polymyxin-induced membrane damage,2019,10.1038/s42003-019-0297-6
Application of Antimicrobial Peptides of the Innate Immune System in Combination With Conventional Antibiotics-A Novel Way to Combat Antibiotic Resistance?,2019,10.3389/fcimb.2019.00128
"Insilico exploration C. koseri ATP synthase inhibitors by pharmacophore-based virtual screening, molecular docking and MD simulation",2024,10.1371/journal.pone.0308251
Environmentally Friendly Quinolones Design for a Two-Way Choice between Biotoxicity and Genotoxicity through Double-Activity 3D-QSAR Model Coupled with the Variation Weighting Method,2020,10.3390/ijerph17249398
The effect of enrofloxacin on enteric Escherichia coli: Fitting a mathematical model to in vivo data,2020,10.1371/journal.pone.0228138
Carbon Dots Infused 3D Printed Cephalopod Mimetic Bactericidal and Antioxidant Hydrogel for Uniaxial Mechano-Fluorescent Tactile Sensor,2024,10.1002/adma.202409819
Fighting Antimicrobial Resistance: Insights on How the Staphylococcus aureus NorA Efflux Pump Recognizes 2-Phenylquinoline Inhibitors by Supervised Molecular Dynamics (SuMD) and Molecular Docking Simulations,2023,10.1021/acs.jcim.3c00516
Virtual Screening Identifies Chebulagic Acid as an Inhibitor of the M2(S31N) Viral Ion Channel and Influenza A Virus,2020,10.3390/molecules25122903
Soil metabolic processes influenced by rice roots co-regulates the environmental evolution of antibiotic resistome,2024,10.1016/j.envint.2024.109116
Molecular Dynamics Simulation reveals the mechanism by which the Influenza Cap-dependent Endonuclease acquires resistance against Baloxavir marboxil,2019,10.1038/s41598-019-53945-1
Integration of molecular docking and molecular dynamics simulations with subtractive proteomics approach to identify the novel drug targets and their inhibitors in Streptococcus gallolyticus,2024,10.1038/s41598-024-64769-z
"Microbial phenotypic heterogeneity in response to a metabolic toxin: Continuous, dynamically shifting distribution of formaldehyde tolerance in Methylobacterium extorquens populations",2019,10.1371/journal.pgen.1008458
The structure-activity profile of mercaptobenzamides' anti-HIV activity suggests that thermodynamics of metabolism is more important than binding affinity to the target,2019,10.1016/j.ejmech.2019.06.020
"Chitosan/Gold Hybrid Nanoparticles Enriched Electrospun PVA Nanofibrous Mats for the Topical Delivery of Punica granatum L. Extract: Synthesis, Characterization, Biocompatibility and Antibacterial Properties",2021,10.2147/IJN.S306526
Sustained activity of novel THIOMAB antibody-antibiotic conjugate against Staphylococcus aureus in a mouse model: Longitudinal pharmacodynamic assessment by bioluminescence imaging,2019,10.1371/journal.pone.0224096
Meropenem-Tobramycin Combination Regimens Combat Carbapenem-Resistant Pseudomonas aeruginosa in the Hollow-Fiber Infection Model Simulating Augmented Renal Clearance in Critically Ill Patients,2019,10.1128/AAC.01679-19
"CMCdG, a Novel Nucleoside Analog with Favorable Safety Features, Exerts Potent Activity against Wild-Type and Entecavir-Resistant Hepatitis B Virus",2019,10.1128/AAC.02143-18
Hinge Region in DNA Packaging Terminase pUL15 of Herpes Simplex Virus: A Potential Allosteric Target for Antiviral Drugs,2019,10.3390/biom9100603
In-host evolution of Staphylococcus epidermidis in a pacemaker-associated endocarditis resulting in increased antibiotic tolerance,2019,10.1038/s41467-019-09053-9
Evaluation the kill rate and mutant selection window of danofloxacin against Actinobacillus pleuropneumoniae in a peristaltic pump model,2024,10.1186/s12917-024-04016-9
Outer Membranes of Polymyxin-Resistant Acinetobacter baumannii with Phosphoethanolamine-Modified Lipid A and Lipopolysaccharide Loss Display Different Atomic-Scale Interactions with Polymyxins,2020,10.1021/acsinfecdis.0c00330
Role of a Concentration Gradient in Malaria Drug Resistance Evolution: A Combined within- and between-Hosts Modelling Approach,2020,10.1038/s41598-020-63283-2
Plasma Membrane Integrity During Cell-Cell Fusion and in Response to Pore-Forming Drugs Is Promoted by the Penta-EF-Hand Protein PEF1 in Neurospora crassa,2019,10.1534/genetics.119.302363
Minor sequence modifications in temporin B cause drastic changes in antibacterial potency and selectivity by fundamentally altering membrane activity,2019,10.1038/s41598-018-37630-3
Machine Learning Analyses on Data including Essential Oil Chemical Composition and In Vitro Experimental Antibiofilm Activities against Staphylococcus Species,2019,10.3390/molecules24050890
"Pharmacological, Toxicological, and Dose Range Assessment of OG716, a Novel Lantibiotic for the Treatment of Clostridium difficile-Associated Infection",2019,10.1128/AAC.01904-18
Multifunctional Acidocin 4356 Combats Pseudomonas aeruginosa through Membrane Perturbation and Virulence Attenuation: Experimental Results Confirm Molecular Dynamics Simulation,2020,10.1128/AEM.00367-20
5-Arylideneimidazolones with Amine at Position 3 as Potential Antibiotic Adjuvants against Multidrug Resistant Bacteria,2019,10.3390/molecules24030438
Replacing rifampicin with minocycline increases the activity of the treatment regimen for Mycobacterium avium complex pulmonary disease in a dynamic hollow-fibre system,2025,10.1016/j.ijantimicag.2024.107423
Molecular Basis of Influence of A501X Mutations in Penicillin-Binding Protein 2 of Neisseria gonorrhoeae Strain 35/02 on Ceftriaxone Resistance,2024,10.3390/ijms25158260
Polymyxin B1 in the Escherichia coli inner membrane: A complex story of protein and lipopolysaccharide-mediated insertion,2024,10.1016/j.jbc.2024.107754
Homology Model of a Catalytically Competent Bifunctional Rel Protein,2021,10.3389/fmolb.2021.628596
"HIV-1 protease with 10 lopinavir and darunavir resistance mutations exhibits altered inhibition, structural rearrangements and extreme dynamics",2022,10.1016/j.jmgm.2022.108315
Transmission and Drug Resistance Characteristics of Human Immunodeficiency Virus-1 Strain Using Medical Information Data Retrieval System,2022,10.1155/2022/2173339
Binding Thermodynamics and Dissociation Kinetics Analysis Uncover the Key Structural Motifs of Phenoxyphenol Derivatives as the Direct InhA Inhibitors and the Hotspot Residues of InhA,2022,10.3390/ijms231710102
Viral and Host Factors Are Associated With Mortality in Hospitalized Patients With COVID-19,2024,10.1093/cid/ciad780
Aloe-emodin Attenuates Staphylococcus aureus Pathogenicity by Interfering With the Oligomerization of α-Toxin,2019,10.3389/fcimb.2019.00157
Asymmetric protonation of glutamate residues drives a preferred transport pathway in EmrE,2021,10.1073/pnas.2110790118
Whole genome sequencing identifies novel mutations in malaria parasites resistant to artesunate (ATN) and to ATN + mefloquine combination,2024,10.3389/fcimb.2024.1353057
"In vitro anti-TB properties, in silico target validation, molecular docking and dynamics studies of substituted 1,2,4-oxadiazole analogues against Mycobacterium tuberculosis",2021,10.1080/14756366.2021.1900162
"Proposal of pharmacophore model for HIV reverse transcriptase inhibitors: Combined mutational effect analysis, molecular dynamics, molecular docking and pharmacophore modeling study",2024,10.1177/03946320241231465
"1,2,4-Triazolo[1,5-a]pyrimidines as a Novel Class of Inhibitors of the HIV-1 Reverse Transcriptase-Associated Ribonuclease H Activity",2020,10.3390/molecules25051183
Discovery of the Novel Inhibitor Against New Delhi Metallo-β-Lactamase Based on Virtual Screening and Molecular Modelling,2020,10.3390/ijms21103567
A bacteriocin-based treatment option for Staphylococcus haemolyticus biofilms,2021,10.1038/s41598-021-93158-z
"Pathogen diversity and antimicrobial resistance transmission of Salmonella enterica serovars Typhi and Paratyphi A in Bangladesh, Nepal, and Malawi: a genomic epidemiological study",2024,10.1016/S2666-5247(24)00047-8
Picomolar to Micromolar: Elucidating the Role of Distal Mutations in HIV-1 Protease in Conferring Drug Resistance,2019,10.1021/acschembio.9b00370
Seasonal malaria chemoprevention and the spread of Plasmodium falciparum quintuple-mutant parasites resistant to sulfadoxine-pyrimethamine: a modelling study,2024,10.1016/S2666-5247(24)00115-0
"Plasmids Increase the Competitive Ability of Plasmid-Bearing Cells Even When Transconjugants Are Poor Donors, as Shown by Computer Simulations",2023,10.3390/microorganisms11051238
Assessment of Plasmodium falciparum Artemisinin Resistance Independent of kelch13 Polymorphisms and with Escalating Malaria in Bangladesh,2022,10.1128/mbio.03444-21
"COVID-19 Coronavirus spike protein analysis for synthetic vaccines, a peptidomimetic antagonist, and therapeutic drugs, and analysis of a proposed achilles' heel conserved region to minimize probability of escape mutations and drug resistance",2020,10.1016/j.compbiomed.2020.103749
Deciphering Complex Mechanisms of Resistance and Loss of Potency through Coupled Molecular Dynamics and Machine Learning,2021,10.1021/acs.jctc.0c01244
An evolving tale of two interacting RNAs-themes and variations of the T-box riboswitch mechanism,2019,10.1002/iub.2098
Egg excretion indicators for the measurement of soil-transmitted helminth response to treatment,2022,10.1371/journal.pntd.0010593
Longitudinal Trends in HIV-1 Subtypes and Drug Resistance in Children from Argentina over a 15-Year Period (2006-2021),2024,10.24875/RIC.23000210
Evolutionary Dynamics between Phages and Bacteria as a Possible Approach for Designing Effective Phage Therapies against Antibiotic-Resistant Bacteria,2022,10.3390/antibiotics11070915
Dynamic Adaptation in Extant Porins Facilitates Antibiotic Tolerance in Energetic Escherichia coli,2024,10.1101/2024.03.07.583920
Introduction of Plasmid to the Murine Gut via Consumption of an Escherichia coli Carrier and Examining the Impact of Bacterial Dosing and Antibiotics on Persistence,2022,10.1007/s40883-022-00248-z
Drug resistance from preferred antiretroviral regimens for HIV infection in South Africa: A modeling study,2019,10.1371/journal.pone.0218649
Evidence for the early emergence of piperaquine-resistant Plasmodium falciparum malaria and modeling strategies to mitigate resistance,2022,10.1371/journal.ppat.1010278
Feature weighted models to address lineage dependency in drug-resistance prediction from Mycobacterium tuberculosis genome sequences,2023,10.1093/bioinformatics/btad428
Dissecting a novel allosteric mechanism of cruzain: A computer-aided approach,2019,10.1371/journal.pone.0211227
Evolving Mutational Buildup in HIV-1 Protease Shifts Conformational Dynamics to Gain Drug Resistance,2023,10.1021/acs.jcim.3c00535
The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis,2020,10.1371/journal.pone.0230808
"Ursolic acid acetate and iso-mukaadial acetate bind to Plasmodium falciparum Hsp90, abrogating its chaperone function in vitro",2024,10.1007/s00210-024-02944-9
"Exosomes as a Surrogate Marker for Autophagy in Peripheral Blood, Correlative Data from Phase I Study of Chloroquine in Combination with Carboplatin/Gemcitabine in Advanced Solid Tumors",2019,10.31557/APJCP.2019.20.12.3789
Machine learning-based prediction of antibiotic resistance in Mycobacterium tuberculosis clinical isolates from Uganda,2024,10.1186/s12879-024-10282-7
Exposure to One Antibiotic Leads to Acquisition of Resistance to Another Antibiotic via Quorum Sensing Mechanisms,2021,10.3389/fmicb.2020.580466
A potent and selective reaction hijacking inhibitor of Plasmodium falciparum tyrosine tRNA synthetase exhibits single dose oral efficacy in vivo,2024,10.1371/journal.ppat.1012429
HIV-1 Integrase Inhibitors with Modifications That Affect Their Potencies against Drug Resistant Integrase Mutants,2021,10.1021/acsinfecdis.0c00819
Incorporating temporal dynamics of mutations to enhance the prediction capability of antiretroviral therapy's outcome for HIV-1,2024,10.1093/bioinformatics/btae327
PfCRT mutations conferring piperaquine resistance in falciparum malaria shape the kinetics of quinoline drug binding and transport,2023,10.1371/journal.ppat.1011436
Pf bacteriophages hinder sputum antibiotic diffusion via electrostatic binding,2024,10.1126/sciadv.adl5576
An analog to digital converter controls bistable transfer competence development of a widespread bacterial integrative and conjugative element,2020,10.7554/eLife.57915
Developing New Drugs for Mycobacterium tuberculosis Therapy: What Information Do We Get from Preclinical Animal Models?,2020,10.1128/AAC.01376-20
Opportunities and limitations of genomics for diagnosing bedaquiline-resistant tuberculosis: a systematic review and individual isolate meta-analysis,2024,10.1016/S2666-5247(23)00317-8
Added Value of Next Generation Sequencing in Characterizing the Evolution of HIV-1 Drug Resistance in Kenyan Youth,2023,10.3390/v15071416
"Rifampicin resistance patterns and dynamics of tuberculosis and drug-resistant tuberculosis in Enugu, South Eastern Nigeria",2020,10.3855/jidc.12736
Evolutionary mechanisms that determine which bacterial genes are carried on plasmids,2021,10.1002/evl3.226
Rank orders and signed interactions in evolutionary biology,2020,10.7554/eLife.51004
Vaccine strategies to reduce the burden of pneumococcal disease in HIV-infected adults in Africa,2020,10.1080/14760584.2020.1843435
Structural and molecular characterization of lopinavir and ivermectin as breast cancer resistance protein (BCRP/ABCG2) inhibitors,2023,10.17179/excli2023-6427
Contrasting the effect of hinge region insertions and non-active site mutations on HIV protease-inhibitor interactions: Insights from altered flap dynamics,2024,10.1016/j.jmgm.2024.108850
Moving forward through the in silico modeling of tuberculosis: a further step with UISS-TB,2020,10.1186/s12859-020-03762-5
HIV-1 and Compromised Adult Neurogenesis: Emerging Evidence for a New Paradigm of HAND Persistence,2019,10.24875/AIDSRev.19000003
The Structural Basis of Mycobacterium tuberculosis RpoB Drug-Resistant Clinical Mutations on Rifampicin Drug Binding,2022,10.3390/molecules27030885
Positively selected modifications in the pore of TbAQP2 allow pentamidine to enter Trypanosoma brucei,2020,10.7554/eLife.56416
"Gene content, phage cycle regulation model and prophage inactivation disclosed by prophage genomics in the Helicobacter pylori Genome Project",2024,10.1080/19490976.2024.2379440
Transcriptome Analysis Identifies Immune Markers Related to Visceral Leishmaniasis Establishment in the Experimental Model of BALB/c Mice,2019,10.3389/fimmu.2019.02749
"2,6-Disubstituted 7-(naphthalen-2-ylmethyl)-7H-purines as a new class of potent antitubercular agents inhibiting DprE1",2023,10.1016/j.ejmech.2023.115611
Protein Dynamics in F-like Bacterial Conjugation,2020,10.3390/biomedicines8090362
"COVID19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms",2021,10.15252/msb.202110387
"Screening of Novel Antimicrobial Diastereomers of Azithromycin-Thiosemicarbazone Conjugates: A Combined LC-SPE/Cryo NMR, MS/MS and Molecular Modeling Approach",2022,10.3390/antibiotics11121738
Prioritising attributes for tuberculosis preventive treatment regimens: a modelling analysis,2022,10.1186/s12916-022-02378-1
Role of network-mediated stochasticity in mammalian drug resistance,2019,10.1038/s41467-019-10330-w
Revertant mutation V48G alters conformational dynamics of highly drug resistant HIV protease PRS17,2021,10.1016/j.jmgm.2021.108005
Comparative Computational Modeling of the Bat and Human Immune Response to Viral Infection with the Comparative Biology Immune Agent Based Model,2021,10.3390/v13081620
Normalizing granuloma vasculature and matrix improves drug delivery and reduces bacterial burden in tuberculosis-infected rabbits,2024,10.1073/pnas.2321336121
Lentiviral Infections Persist in Brain despite Effective Antiretroviral Therapy and Neuroimmune Activation,2021,10.1128/mBio.02784-21
The Novel Serine/Threonine Protein Kinase LmjF.22.0810 from Leishmania major may be Involved in the Resistance to Drugs such as Paromomycin,2019,10.3390/biom9110723
Mycobacterium tuberculosis carrying the rifampicin drug-resistance-conferring rpoB mutation H445Y is associated with suppressed immunity through type I interferons,2023,10.1128/mbio.00946-23
Quantitative Models of Phage-Antibiotic Combination Therapy,2020,10.1128/mSystems.00756-19
Modeling policy interventions for slowing the spread of artemisinin-resistant pfkelch R561H mutations in Rwanda,2023,10.1038/s41591-023-02551-w
Genetic transmission networks of HIV-1 CRF07_BC strain among HIV-1 infections with virologic failure of ART in a minority area of China: a population-based study,2020,10.1186/s12879-020-05347-2
Spatio-temporal spread of artemisinin resistance in Southeast Asia,2024,10.1371/journal.pcbi.1012017
Hydrogen peroxide release by bacteria suppresses inflammasome-dependent innate immunity,2019,10.1038/s41467-019-11169-x
"Structural and binding insights into HIV-1 protease and P2-ligand interactions through molecular dynamics simulations, binding free energy and principal component analysis",2019,10.1016/j.jmgm.2019.07.008
The Clonal Expansion Dynamics of the HIV-1 Reservoir: Mechanisms of Integration Site-Dependent Proliferation and HIV-1 Persistence,2021,10.3390/v13091858
Mathematical Models of Plasmid Population Dynamics,2021,10.3389/fmicb.2021.606396
Pseudomonas Can Survive Tailocin Killing via Persistence-Like and Heterogenous Resistance Mechanisms,2020,10.1128/JB.00142-20
Spatially and Temporally Confined Response of Gastrointestinal Antibiotic Resistance Gene Levels to Sulfadiazine and Extracellular Antibiotic Resistance Gene Exposure in Mice,2023,10.3390/biology12020210
"Characterization of a relaxase belonging to the MOB(T) family, a widespread family in Firmicutes mediating the transfer of ICEs",2019,10.1186/s13100-019-0160-9
Molecular Determinants of Epistasis in HIV-1 Protease: Elucidating the Interdependence of L89V and L90M Mutations in Resistance,2019,10.1021/acs.biochem.9b00446
The Tradeoffs Between Persistence and Mutation Rates at Sub-Inhibitory Antibiotic Concentrations in Staphylococcus aureus,2024,10.1128/spectrum.02479-24 
Prevalence and determinants of resistance mutations in HIV-1-infected patients exposed to integrase inhibitors in a large Italian cohort,2019,10.1111/hiv.12692
Microplastic-Mediated Transfer of Tetracycline Resistance: Unveiling the Role of Mussels in Marine Ecosystems,2024,10.3390/antibiotics13080727
Transfer of the Integrative and Conjugative Element ICESt3 of Streptococcus thermophilus in Physiological Conditions Mimicking the Human Digestive Ecosystem,2023,10.1128/spectrum.04667-22
Transmission dynamics of tuberculosis in a high-burden area of China: An 8-year population-based study using whole genome sequencing,2024,10.1016/j.ijid.2024.107210
Optimized Dosing and Delivery of Bacteriophage Therapy for Wound Infections,2024,10.1101/2024.05.07.593005
Lying in Wait: Modeling the Control of Bacterial Infections via Antibiotic-Induced Proviruses,2019,10.1128/mSystems.00221-19
Comparative Meropenem Pharmacodynamics and Emergence of Resistance against Carbapenem-Susceptible Non-Carbapenemase-Producing and Carbapenemase-Producing Enterobacterales: A Pharmacodynamic Study in a Hollow-Fiber Infection Model,2023,10.3390/antibiotics12121717
Molecular dynamic simulations to investigate the structural impact of known drug resistance mutations on HIV-1C Integrase-Dolutegravir binding,2020,10.1371/journal.pone.0223464
Bacterial Transformation Buffers Environmental Fluctuations through the Reversible Integration of Mobile Genetic Elements,2020,10.1128/mBio.02443-19
Biofilm Structure Promotes Coexistence of Phage-Resistant and Phage-Susceptible Bacteria,2020,10.1128/mSystems.00877-19
Computational Model To Quantify the Growth of Antibiotic-Resistant Bacteria in Wastewater,2021,10.1128/mSystems.00360-21
In Vitro Study of Stepwise Acquisition of rv0678 and atpE Mutations Conferring Bedaquiline Resistance,2019,10.1128/AAC.00292-19
Rapid assessment of changes in phage bioactivity using dynamic light scattering,2023,10.1093/pnasnexus/pgad406
In vitro Susceptibility to β-Lactam Antibiotics and Viability of Neisseria gonorrhoeae Strains Producing Plasmid-Mediated Broad- and Extended-Spectrum β-Lactamases,2022,10.3389/fmicb.2022.896607
Dynamical model of antibiotic responses linking expression of resistance to metabolism explains emergence of heterogeneity during drug exposures,2024,10.1088/1478-3975/ad2d64
Environmental fluctuations can promote evolutionary rescue in high-extinction-risk scenarios,2020,10.1098/rspb.2020.1144
Mathematical comparison of protocols for adapting a bacteriophage to a new host,2024,10.1093/ve/veae100
"On-target, dual aminopeptidase inhibition provides cross-species antimalarial activity",2024,10.1128/mbio.00966-24
Emergent expression of fitness-conferring genes by phenotypic selection,2022,10.1093/pnasnexus/pgac069
Use of the Naturally Occurring Bacteriophage Grouping Model for the Design of Potent Therapeutic Cocktails,2024,10.3390/antibiotics13050385
Preparing for the next COVID: Deep Reinforcement Learning trained Artificial Intelligence discovery of multi-modal immunomodulatory control of systemic inflammation in the absence of effective anti-microbials,2022,10.1101/2022.02.17.480940
On-target inhibition of Cryptosporidium parvum by nitazoxanide (NTZ) and paclitaxel (PTX) validated using a novel MDR1-transgenic host cell model and algorithms to quantify the effect on the parasite target,2023,10.1371/journal.pntd.0011217
"High Prevalence of HIV-1 Drug Resistance and Dynamics of Transmission Among High-Risk Populations in Port-au-Prince, Haiti",2020,10.1097/QAI.0000000000002475
Selection of viral variants during persistent infection of insectivorous bat cells with Middle East respiratory syndrome coronavirus,2020,10.1038/s41598-020-64264-1
Pneumococcal Competition Modulates Antibiotic Resistance in the Pre-Vaccination Era: A Modelling Study,2021,10.3390/vaccines9030265
Developing a framework for tracking antimicrobial resistance gene movement in a persistent environmental reservoir,2024,10.1038/s44259-024-00069-w
Indigenous Oral and Gut Phages Defeat the Deadly NDM-1 Superbug,2023,10.1177/11779322231182767
Phage-host-immune system dynamics in bacteriophage therapy: basic principles and mathematical models,2023,10.12793/tcp.2023.31.e17
Bacteriophage Cocktail-Mediated Inhibition of Pseudomonas aeruginosa Biofilm on Endotracheal Tube Surface,2021,10.3390/antibiotics10010078
"Dynamic antimicrobial resistance and phylogenomic structure of Salmonella Typhimurium from 2007 to 2019 in Shanghai, China",2024,10.1128/spectrum.00262-24
Modeling Polygenic Antibiotic Resistance Evolution in Biofilms,2022,10.3389/fmicb.2022.916035
The evolution of antibiotic resistance in an incurable and ultimately fatal infection: A retrospective case study,2023,10.1093/emph/eoad012
Rapid assessment of changes in phage bioactivity using dynamic light scattering,2023,10.1093/pnasnexus/pgad406
A mechanism-based pathway toward administering highly active N-phage cocktails,2023,10.3389/fmicb.2023.1292618
Dead bacterial absorption of antimicrobial peptides underlies collective tolerance,2019,10.1098/rsif.2018.0701
Highly drug-resistant HIV-1 protease reveals decreased intra-subunit interactions due to clusters of mutations,2020,10.1111/febs.15207
Antimicrobial Resistance Gene Transfer from Campylobacter jejuni in Mono- and Dual-Species Biofilms,2021,10.1128/AEM.00659-21
Emergence of Ceftazidime-Avibactam Resistance and Decreased Virulence in Carbapenem-Resistant ST11 Klebsiella pneumoniae During Antibiotics Treatment,2022,10.2147/IDR.S387187
Slightly beneficial genes are retained by bacteria evolving DNA uptake despite selfish elements,2020,10.7554/eLife.56801
Multi-strain phage induced clearance of bacterial infections,2024,10.1371/journal.pcbi.1012793
"Overlooked Candida glabrata petites are echinocandin tolerant, induce host inflammatory responses, and display poor in vivo fitness",2023,10.1128/mbio.01180-23 
Mechanistic Modeling of Mycobacterium tuberculosis Infection in Murine Models for Drug and Vaccine Efficacy Studies,2020,10.1128/AAC.01727-19
Mechanisms of antibiotic action shape the fitness landscapes of resistance mutations,2022,10.1016/j.csbj.2022.08.030
Large-scale characterization of the macrolide resistome reveals high diversity and several new pathogen-associated genes,2022,10.1099/mgen.0.000770
Abscisic Acid Connects Phytohormone Signaling with RNA Metabolic Pathways and Promotes an Antiviral Response that Is Evaded by a Self-Controlled RNA Virus,2020,10.1016/j.xplc.2020.100099
Mechanisms of Listeria monocytogenes Disinfection with Benzalkonium Chloride: From Molecular Dynamics to Kinetics of Time-Kill Curves,2023,10.3390/ijms241512132
Synthesis and in Silico Modelling of the Potential Dual Mechanistic Activity of Small Cationic Peptides Potentiating the Antibiotic Novobiocin against Susceptible and Multi-Drug Resistant Escherichia coli,2020,10.3390/ijms21239134
"The pneumococcal σ(X) activator, ComW, is a DNA-binding protein critical for natural transformation",2019,10.1074/jbc.RA119.007571
Epistatic interactions promote persistence of NS3-Q80K in HCV infection by compensating for protein folding instability,2021,10.1016/j.jbc.2021.101031
High-Resolution Genome-Wide Occupancy in Candida spp. Using ChEC-seq,2020,10.1128/mSphere.00646-20
Macrophage-induced reduction of bacteriophage density limits the efficacy of in vivo pulmonary phage therapy,2024,10.1038/s41467-025-61268-1
Contrasting Dynamics of Intracellular and Extracellular Antibiotic Resistance Genes in Response to Nutrient Variations in Aquatic Environments,2024,10.3390/antibiotics13090817
Methodology for rigorous modeling of protein conformational changes by Rosetta using DEER distance restraints,2021,10.1371/journal.pcbi.1009107
Segregational instability of multicopy plasmids: A population genetics approach,2022,10.1002/ece3.9469
Cell-to-cell transmission promotes the emergence of double-drug resistance,2023,10.1093/ve/vead017
Structure of the Acinetobacter baumannii PmrA receiver domain and insights into clinical mutants affecting DNA binding and promoting colistin resistance,2022,10.1093/jb/mvab102
Kinetic Fingerprinting Links Bacteria-Phage Interactions with Emergent Dynamics: Rapid Depletion of Klebsiella pneumoniae Indicates Phage Synergy,2020,10.3390/antibiotics9070408
A Review on Occurrence and Spread of Antibiotic Resistance in Wastewaters and in Wastewater Treatment Plants: Mechanisms and Perspectives,2021,10.3389/fmicb.2021.717809
A Pharmacodynamic Study of Aminoglycosides against Pathogenic E. coli through Monte Carlo Simulation,2023,10.3390/ph17010027
"Antibiofilm Activity of a Trichoderma Metabolite against Xanthomonas campestris pv. campestris, Alone and in Association with a Phage",2020,10.3390/microorganisms8050620
The Specific Capsule Depolymerase of Phage PMK34 Sensitizes Acinetobacter baumannii to Serum Killing,2022,10.3390/antibiotics11050677
Impact of testing on Clostridioides difficile infection in hospitals across Europe: a mathematical model,2023,10.1016/j.cmi.2023.02.004
Multiple Stochastic Parameters Influence Genome Dynamics in a Heterozygous Diploid Eukaryotic Model,2022,10.3390/jof8070650
Recombination resolves the cost of horizontal gene transfer in experimental populations of Helicobacter pylori,2022,10.1073/pnas.2119010119
Design and Optimization of Quinazoline Derivatives: New Non-nucleoside Inhibitors of Bovine Viral Diarrhea Virus,2020,10.3389/fchem.2020.590235
The dynamics of Staphylococcal infection and their treatment with antibiotics and bacteriophage in the Galleria mellonella model system,2024,10.1101/2024.08.23.609294
Evolutionary rescue in a fluctuating environment: periodic versus quasi-periodic environmental changes,2023,10.1098/rspb.2023.0770
A pig model of chronic hepatitis E displaying persistent viremia and a downregulation of innate immune responses in the liver,2023,10.1097/HC9.0000000000000274
CryoEM structure of the type IVa pilus secretin required for natural competence in Vibrio cholerae,2020,10.1038/s41467-020-18866-y
Accounting for the health risk of probiotics,2024,10.1016/j.heliyon.2024.e27908
